Unnamed: 0,ST_NAME,YEAR,AC,CANDIDATE,SEX,AGE,CATEGORY,PARTY,VOTES
171974,KERALA,1987,63 IRINJALAKKUDA,5 P. KAMALANATHAN,M,,,IND,381.0
171975,KERALA,1987,63 IRINJALAKKUDA,6 K. K. HARSHAN,M,,,IND,265.0
171976,KERALA,1987,63 IRINJALAKKUDA,7 VELAYUDHAN KOLANGARA,M,,,IND,174.0
171977,KERALA,1987,63 IRINJALAKKUDA,8 P. P. PORINCHU,M,,,IND,81.0
171978,KERALA,1987,64 MANALUR,1 V. M. SUDHEERAN,M,,,INC,41426.0
171979,KERALA,1987,64 MANALUR,2 P. C. JOSEPH,M,,,CPM,35239.0
171980,KERALA,1987,64 MANALUR,3 M. S. RAGHAVAN MASTER,M,,,BJP,4305.0
171981,KERALA,1987,64 MANALUR,4 V. P. DAVID,M,,,IND,866.0
171982,KERALA,1987,64 MANALUR,5 K. V. RAMANATHAN,M,,,IND,373.0
171983,KERALA,1987,64 MANALUR,6 M. A. PORINCHU,M,,,IND,242.0
171984,KERALA,1987,64 MANALUR,7 JOSE FRANCIS,M,,,IND,174.0
171985,KERALA,1987,64 MANALUR,8 CHAKKANDAN RAMADASAN,M,,,IND,116.0
171986,KERALA,1987,65 GURUVAYOOR,1 P. K. K. BAVA,M,,,MUL,38611.0
171987,KERALA,1987,65 GURUVAYOOR,2 P. C. HAMEED HAJI,M,,,IND,30677.0
171988,KERALA,1987,65 GURUVAYOOR,3 P. P. BALAKRISHNAN,M,,,BJP,10016.0
171989,KERALA,1987,65 GURUVAYOOR,4 M. S. VELAYUDHAN,M,,,IND,286.0
171990,KERALA,1987,65 GURUVAYOOR,5 MACHINGAL BHASKARAN (VASU),M,,,IND,250.0
171991,KERALA,1987,65 GURUVAYOOR,6 FRANCIS VADAKKAN,M,,,IND,220.0
171992,KERALA,1987,65 GURUVAYOOR,7 NALAKATH PULIYAMPARAMBIL MOHAMMADUNNY,M,,,IND,173.0
171993,KERALA,1987,65 GURUVAYOOR,8 POLY PANAKKAL,M,,,IND,158.0
171994,KERALA,1987,65 GURUVAYOOR,9 FRANCIS KOMBAN,M,,,IND,142.0
171995,KERALA,1987,65 GURUVAYOOR,10 K. K. BABURAJAN,M,,,IND,125.0
171996,KERALA,1987,65 GURUVAYOOR,11 THATHIRIYATTU PRABHAKARAN,M,,,IND,107.0
171997,KERALA,1987,66 NATTIKA,1 KRISHNAN KANIYAMPARAMBIL,M,,,CPI,37009.0
171998,KERALA,1987,66 NATTIKA,2 SIDHARTHAN KATTUNGAL,M,,,INC,35028.0
171999,KERALA,1987,66 NATTIKA,3 E. P. RAVI,M,,,BJP,6222.0
172000,KERALA,1987,66 NATTIKA,4 C. A. GOPALAKRISHNAN,M,,,IND,1090.0
172001,KERALA,1987,66 NATTIKA,5 N. A. KUNHIRAMAN,M,,,IND,724.0
172002,KERALA,1987,66 NATTIKA,6 V. K. RASAN,M,,,IND,383.0
172003,KERALA,1987,66 NATTIKA,7 V. V. ABDUL RAZAK,M,,,IND,287.0
172004,KERALA,1987,66 NATTIKA,8 VALAN MEIKKAT,M,,,IND,174.0
172005,KERALA,1987,66 NATTIKA,9 T. K. JAYARAHAN,M,,,IND,133.0
172006,KERALA,1987,66 NATTIKA,10 I. K. PAPPUNNY,M,,,IND,68.0
172007,KERALA,1987,67 KODUNGALLUR,1 V. K. RAJAN,M,,,CPI,45251.0
172008,KERALA,1987,67 KODUNGALLUR,2 K. P. DHANAPALAN,M,,,INC,41755.0
172009,KERALA,1987,67 KODUNGALLUR,3 A. R. SREENIVASAN,M,,,IND,6391.0
172010,KERALA,1987,67 KODUNGALLUR,4 C. S. SUBRAMANIAN,M,,,IND,196.0
172011,KERALA,1987,67 KODUNGALLUR,5 A. AYYAPPAN NAIR,M,,,IND,124.0
172012,KERALA,1987,68 ANKAMALI,1 M. V. MANI,M,,,KEC,53267.0
172013,KERALA,1987,68 ANKAMALI,2 M. C. JOSEPHINE,F,,,CPM,47767.0
172014,KERALA,1987,68 ANKAMALI,3 S. K. DIVYAN,M,,,BJP,3495.0
172015,KERALA,1987,68 ANKAMALI,4 JOSEPH KOICKARA,M,,,IND,476.0
172016,KERALA,1987,68 ANKAMALI,5 M. P. RAGHAVAN,M,,,IND,262.0
172017,KERALA,1987,68 ANKAMALI,6 M. T. THAMBI,M,,,IND,203.0
172018,KERALA,1987,68 ANKAMALI,7 MARY VARGHESE,F,,,IND,181.0
172019,KERALA,1987,68 ANKAMALI,8 THARIACO J. MUNDADAN,M,,,IND,171.0
172020,KERALA,1987,68 ANKAMALI,9 G. GOPIMOHAN,M,,,IND,75.0
172021,KERALA,1987,68 ANKAMALI,10 THOPPIL RAJAPPAM,M,,,IND,52.0
172022,KERALA,1987,68 ANKAMALI,11 PAULOSE KURIAN,M,,,IND,45.0
172023,KERALA,1987,68 ANKAMALI,12 VARGHESE K. KAIPRAMBADAN,M,,,IND,20.0
172024,KERALA,1987,69 VADAKARA,1 S. SARMA,M,,,CPM,43726.0
172025,KERALA,1987,69 VADAKARA,2 M. I. SHANAVAS,M,,,INC,43324.0
172026,KERALA,1987,69 VADAKARA,3 N. SIVARAMAKURUP,M,,,BJP,3833.0
172027,KERALA,1987,69 VADAKARA,4 A. K. SURESH,M,,,IND,494.0
172028,KERALA,1987,69 VADAKARA,5 S. SARAVANAN,M,,,IND,432.0
172029,KERALA,1987,69 VADAKARA,6 SASIKUMAR,M,,,IND,242.0
172030,KERALA,1987,69 VADAKARA,7 JOHNY PANACKAL,M,,,IND,236.0
172031,KERALA,1987,69 VADAKARA,8 RAVENDRANATHAN,M,,,IND,158.0
172032,KERALA,1987,70 PARAVUR,1 N. SIVAN PILLAI,M,,,CPI,39495.0
172033,KERALA,1987,70 PARAVUR,2 A. C. JOSE,M,,,INC,37129.0
172034,KERALA,1987,70 PARAVUR,3 MOHAN KUMAR,M,,,BJP,3404.0
172035,KERALA,1987,70 PARAVUR,4 WILSON KALAPURACKAL,M,,,IND,392.0
172036,KERALA,1987,70 PARAVUR,5 V. RAVINDRANATHA MENON,M,,,IND,336.0
172037,KERALA,1987,70 PARAVUR,6 A. K. BALAN,M,,,IND,164.0
172038,KERALA,1987,70 PARAVUR,7 UDAYAVARMA THAMPURAN,M,,,IND,145.0
172039,KERALA,1987,70 PARAVUR,8 JOHNY PANACKAL,M,,,IND,122.0
172040,KERALA,1987,70 PARAVUR,9 M. A. JOSEPH,M,,,IND,87.0
172041,KERALA,1987,71 NARAKAL,1 K.K. MADHAVAN,M,,,ICS(SCS),43051.0
172042,KERALA,1987,71 NARAKAL,1 K.K. MADHAVAN,M,,,ICS(SCS),43051.0
172043,KERALA,1987,71 NARAKAL,2 MALIPPURAM BHASKARAN,M,,,INC,39083.0
172044,KERALA,1987,71 NARAKAL,3 P.M. VELAYUDHAN,M,,,BJP,2857.0
172045,KERALA,1987,71 NARAKAL,4 V.C. RAVI,M,,,IND,688.0
172046,KERALA,1987,72 ERANAKULAM,1 M.K. SANOO,M,,,IND,42904.0
172047,KERALA,1987,72 ERANAKULAM,2 A.L. JACOB,M,,,INC,32872.0
172048,KERALA,1987,72 ERANAKULAM,3 EVEREST CHAMMANY FRANCIS,M,,,IND,10449.0
172049,KERALA,1987,72 ERANAKULAM,4 T.N. CHANDRAN NAIR,M,,,IND,4102.0
172050,KERALA,1987,72 ERANAKULAM,5 AUGUSTINE V.V.,M,,,IND,2135.0
172051,KERALA,1987,72 ERANAKULAM,6 ANJIPARAMBIL GILBERT (CHELLATH),M,,,IND,984.0
172052,KERALA,1987,72 ERANAKULAM,7 WILSON KALAPPURAKKAL,M,,,IND,839.0
172053,KERALA,1987,72 ERANAKULAM,8 H.B. SHENOI,M,,,IND,213.0
172054,KERALA,1987,72 ERANAKULAM,9 JOSE,M,,,IND,182.0
172055,KERALA,1987,72 ERANAKULAM,10 KRISHNAPRASAD SANKUNNY MENON,M,,,IND,175.0
172056,KERALA,1987,72 ERANAKULAM,11 A.U. MOHAMMED (MANDALAM),M,,,IND,143.0
172057,KERALA,1987,72 ERANAKULAM,12 K.N. RAVEENDRANATH,M,,,IND,128.0
172058,KERALA,1987,72 ERANAKULAM,13 K.R. THOMAS,M,,,IND,127.0
172059,KERALA,1987,72 ERANAKULAM,14 K.G. HARIHARAN KADAVATH,M,,,IND,88.0
172060,KERALA,1987,72 ERANAKULAM,15 KALOOR JOSEPH,M,,,IND,58.0
172061,KERALA,1987,73 MATTANCHERRY,1 M.J. ZAKARIA,M,,,MUL,25906.0
172062,KERALA,1987,73 MATTANCHERRY,2 T.M. MOHAMED,M,,,CPM,24033.0
172063,KERALA,1987,73 MATTANCHERRY,3 SANTHOSH BURLEIGH,M,,,IND,9456.0
172064,KERALA,1987,73 MATTANCHERRY,4 P.P.S. PILLAI,M,,,IND,6745.0
172065,KERALA,1987,73 MATTANCHERRY,5 JOSE PADICKKAL,M,,,IND,196.0
172066,KERALA,1987,73 MATTANCHERRY,6 P. RAMANANDA NAYAK,M,,,IND,176.0
172067,KERALA,1987,73 MATTANCHERRY,6 P. RAMANANDA NAYAK,M,,,IND,176.0
172068,KERALA,1987,73 MATTANCHERRY,7 MANEKJI B. KHONA,M,,,IND,60.0
172069,KERALA,1987,74 PALLURUTHY,"1 T.P, PEETHAMBARAN MASTER",M,,,ICS(SCS),49549.0
172070,KERALA,1987,74 PALLURUTHY,2 M.K. RAGHAVAN,M,,,INC,46340.0
172071,KERALA,1987,74 PALLURUTHY,3 JOSE PADIKKAL,M,,,IND,2447.0
172072,KERALA,1987,74 PALLURUTHY,4 DAMODARA SARMA,M,,,BJP,2084.0
172073,KERALA,1987,74 PALLURUTHY,5 B.M. EDWARD,M,,,IND,1210.0
172074,KERALA,1987,74 PALLURUTHY,6 C.V. ANTONY,M,,,IND,818.0
172075,KERALA,1987,74 PALLURUTHY,7 P.PREMKUMAR,M,,,IND,409.0
172076,KERALA,1987,74 PALLURUTHY,8 GREGORY MASTER,M,,,IND,347.0
172077,KERALA,1987,74 PALLURUTHY,9 T.I. DANIEL,M,,,IND,254.0
172078,KERALA,1987,74 PALLURUTHY,10 MATHEW LESLY GEORGE,M,,,IND,95.0
172079,KERALA,1987,74 PALLURUTHY,11 BABY PAUL (MALAYIL),M,,,IND,87.0
172080,KERALA,1987,75 THRIPUNITHURA,1 V. VISWANATHA MENON,M,,,CPM,51965.0
172081,KERALA,1987,75 THRIPUNITHURA,2 S.N. NAIR,M,,,IND,44452.0
172082,KERALA,1987,75 THRIPUNITHURA,3 C.S. MURALLEEDHARAN,M,,,BJP,6742.0
172083,KERALA,1987,75 THRIPUNITHURA,4 T.V. SHANMUGHAN MASTER,M,,,IND,766.0
172084,KERALA,1987,75 THRIPUNITHURA,5 VIJAYASENAN PADMANABHA PILLAI,M,,,IND,497.0
172085,KERALA,1987,75 THRIPUNITHURA,6 P. PADMANABHAN,M,,,IND,338.0
172086,KERALA,1987,75 THRIPUNITHURA,7 K. RAGHAVAN,M,,,IND,277.0
172087,KERALA,1987,75 THRIPUNITHURA,8 K.M. UMMER,M,,,IND,117.0
172088,KERALA,1987,76 ALWAYE,1 K. MOHAMADALI,M,,,INC,52159.0
172089,KERALA,1987,76 ALWAYE,2 T.O. KATHER PALLAI,M,,,IND,46035.0
172090,KERALA,1987,76 ALWAYE,3 N.P. SANKARANAKUTTY,M,,,BJP,11600.0
172091,KERALA,1987,76 ALWAYE,4 ALUPURAM SAKKER,M,,,IND,1093.0
172092,KERALA,1987,76 ALWAYE,5 PRAISE THAIPARAMBIL,M,,,IND,689.0
172093,KERALA,1987,76 ALWAYE,6 A.K. AMBIKAN,M,,,IND,245.0
172094,KERALA,1987,76 ALWAYE,7 KUNJUKUTTAN,M,,,IND,193.0
172095,KERALA,1987,76 ALWAYE,8 T.O. PAREETH,M,,,IND,172.0
172096,KERALA,1987,76 ALWAYE,9 M.R. MANOHARAN,M,,,IND,73.0
172097,KERALA,1987,77 PERUMBAVOOR,1 THANKACHAN P.P.,M,,,INC,47094.0
172098,KERALA,1987,77 PERUMBAVOOR,2 RAMAN KARTHA,M,,,JNP,39989.0
172099,KERALA,1987,77 PERUMBAVOOR,3 M.P. SAROJINI AMMA,F,,,BJP,4453.0
172100,KERALA,1987,77 PERUMBAVOOR,4 RADHAKRISHANAN NAIR NARAYANA PALLAI,M,,,IND,1861.0
172101,KERALA,1987,77 PERUMBAVOOR,5 CHERIYAN T.P.,M,,,IND,470.0
172102,KERALA,1987,77 PERUMBAVOOR,6 SIVARAJAN P.P.,M,,,IND,400.0
172103,KERALA,1987,77 PERUMBAVOOR,7 THANKAPPAN AYYAPPAN,M,,,IND,229.0
172104,KERALA,1987,77 PERUMBAVOOR,8 SARASWATHY RAMAYAR R.,F,,,IND,204.0
172105,KERALA,1987,77 PERUMBAVOOR,9 ABDUL RAHIM,M,,,IND,101.0
172106,KERALA,1987,78 KUNNATHUNAD,1 T. H. MUSTHAFFA,M,,,INC,49852.0
172107,KERALA,1987,78 KUNNATHUNAD,2 V. B. CHERIAN,M,,,CPM,44075.0
172108,KERALA,1987,78 KUNNATHUNAD,3 T. S. RAVINDRANATH,M,,,BJP,3454.0
172109,KERALA,1987,78 KUNNATHUNAD,4 A. C. THANKAPPAN,M,,,IND,265.0
172110,KERALA,1987,78 KUNNATHUNAD,5 N. U. PRABHAKARAN UNNIATHI,M,,,IND,203.0
172111,KERALA,1987,78 KUNNATHUNAD,6 M. P. VELAYUDHAN,M,,,IND,197.0
172112,KERALA,1987,78 KUNNATHUNAD,7 MATHEW JOHN,M,,,IND,142.0
172113,KERALA,1987,78 KUNNATHUNAD,8 M. C. THOMAS,M,,,IND,108.0
172114,KERALA,1987,78 KUNNATHUNAD,9 C. M. ABDULLA,M,,,IND,73.0
172115,KERALA,1987,78 KUNNATHUNAD,10 POULOSE MYTHREE,M,,,IND,39.0
172116,KERALA,1987,79 PIRAVOM,1 GOPI KOTTAMUNIKKAL,M,,,CPM,41614.0
172117,KERALA,1987,79 PIRAVOM,2 BENNY BEHANAN,M,,,INC,25314.0
172118,KERALA,1987,79 PIRAVOM,3 C. POULOSE,M,,,IND,24890.0
172119,KERALA,1987,79 PIRAVOM,4 SREEDHARAN NAIR,M,,,IND,1237.0
172120,KERALA,1987,79 PIRAVOM,5 RAJAN JACOB,M,,,IND,384.0
172121,KERALA,1987,79 PIRAVOM,6 GOPI M. R.,M,,,IND,313.0
172122,KERALA,1987,79 PIRAVOM,7 VARGHESE THANAM,M,,,IND,307.0
172123,KERALA,1987,79 PIRAVOM,8 BABY K. NELLAT,M,,,IND,83.0
172124,KERALA,1987,79 PIRAVOM,9 YACOB C. P.,M,,,IND,62.0
172125,KERALA,1987,79 PIRAVOM,10 ABRAHAM C. VARGHESE,M,,,IND,51.0
172126,KERALA,1987,80 MUVATTUPUZHA,1 A. V. ISSAC,M,,,IND,43970.0
172127,KERALA,1987,80 MUVATTUPUZHA,2 V. V. JOSEPH,M,,,KEC,40514.0
172128,KERALA,1987,80 MUVATTUPUZHA,3 AJITH,M,,,BJP,3900.0
172129,KERALA,1987,80 MUVATTUPUZHA,4 JAMES MANUEL KURUVITHADAM,M,,,IND,2468.0
172130,KERALA,1987,80 MUVATTUPUZHA,5 C. P. MATHAI,M,,,IND,912.0
172131,KERALA,1987,80 MUVATTUPUZHA,6 RAVI N. KOMBANAL,M,,,IND,440.0
172132,KERALA,1987,80 MUVATTUPUZHA,7 V. V. JOSEPH,M,,,IND,255.0
172133,KERALA,1987,80 MUVATTUPUZHA,8 P. S. AYYAPPAN NAIR,M,,,IND,121.0
172134,KERALA,1987,80 MUVATTUPUZHA,9 M. K. DAMODARAN,M,,,IND,79.0
172135,KERALA,1987,80 MUVATTUPUZHA,10 SCARIAH VARKEY,M,,,IND,68.0
172136,KERALA,1987,80 MUVATTUPUZHA,11 BHAKARAN ITTY,M,,,IND,66.0
172137,KERALA,1987,80 MUVATTUPUZHA,12 M. S. SANGAMESWARAN,M,,,IND,53.0
172138,KERALA,1987,80 MUVATTUPUZHA,13 M. P. ISSAC,M,,,IND,49.0
172139,KERALA,1987,80 MUVATTUPUZHA,14 ABRAHAM GEORGE,M,,,IND,41.0
172140,KERALA,1987,80 MUVATTUPUZHA,15 K. S. AKHILESWARAN,M,,,IND,29.0
172141,KERALA,1987,80 MUVATTUPUZHA,16 K. A. VARKEY,M,,,IND,23.0
172142,KERALA,1987,81 KOTHAMANGALAM,1 T. M. JACOB,M,,,IND,46847.0
172143,KERALA,1987,81 KOTHAMANGALAM,2 T. M. PAILY,M,,,IND,44715.0
172144,KERALA,1987,81 KOTHAMANGALAM,3 M. N. CHANDRASEKHARAN NAIR,M,,,BJP,3888.0
172145,KERALA,1987,81 KOTHAMANGALAM,4 K. A. CHANDRAN,M,,,IND,247.0
172146,KERALA,1987,81 KOTHAMANGALAM,5 C. J. ANTONY,M,,,IND,228.0
172147,KERALA,1987,81 KOTHAMANGALAM,6 P. M. BEERAN,M,,,IND,212.0
172148,KERALA,1987,81 KOTHAMANGALAM,7 O. E. MUHAMMED,M,,,IND,117.0
172149,KERALA,1987,81 KOTHAMANGALAM,8 JOSEPH ANTONY,M,,,IND,111.0
172150,KERALA,1987,81 KOTHAMANGALAM,9 P. H. KUNJI MUHAMMED,M,,,IND,92.0
172151,KERALA,1987,81 KOTHAMANGALAM,10 P. M. YOOSUF,M,,,IND,90.0
172152,KERALA,1987,81 KOTHAMANGALAM,11 GOPALAKRISHNAN NAIR,M,,,IND,74.0
172153,KERALA,1987,81 KOTHAMANGALAM,12 KRISHNANKUTTY,M,,,IND,60.0
172154,KERALA,1987,81 KOTHAMANGALAM,12 ROY JOHN,M,,,IND,60.0
172155,KERALA,1987,81 KOTHAMANGALAM,14 T. M. JACOB (KALAYIL),M,,,IND,52.0
172156,KERALA,1987,81 KOTHAMANGALAM,15 P. V. JOHNSON,M,,,IND,45.0
172157,KERALA,1987,81 KOTHAMANGALAM,16 K. M. PETER,M,,,IND,42.0
172158,KERALA,1987,81 KOTHAMANGALAM,17 P. V. MANI,M,,,IND,34.0
172159,KERALA,1987,81 KOTHAMANGALAM,18 THOMAS K. MATHEW,M,,,IND,13.0
172160,KERALA,1987,82 THODUPUZHA,1 P. J. JOSEPH,M,,,KEC,49535.0
172161,KERALA,1987,82 THODUPUZHA,2 M. C. MATHEW,M,,,CPM,39283.0
172162,KERALA,1987,82 THODUPUZHA,3 M. N. JAYACHANDRAN,M,,,BJP,7632.0
172163,KERALA,1987,82 THODUPUZHA,4 P. J. THOMAS,M,,,IND,3257.0
172164,KERALA,1987,82 THODUPUZHA,5 JOSEPH,M,,,IND,789.0
172165,KERALA,1987,82 THODUPUZHA,"6 SHAJI, P. S.",M,,,IND,197.0
172166,KERALA,1987,82 THODUPUZHA,7 KASSIM MOHAMMED,M,,,IND,143.0
172167,KERALA,1987,82 THODUPUZHA,8 POOMALA DAS,M,,,IND,120.0
172168,KERALA,1987,82 THODUPUZHA,9 K. G. DEVARAJAN,M,,,IND,104.0
172169,KERALA,1987,82 THODUPUZHA,10 JOSEPH CHANDY,M,,,IND,73.0
172170,KERALA,1987,82 THODUPUZHA,11 S. R. HARIDAS,M,,,IND,53.0
172171,KERALA,1987,83 DEVICOLAM,1 SUNDARAM MANICKAM,M,,,CPM,43945.0
172172,KERALA,1987,83 DEVICOLAM,2 GANAPATHY,M,,,IND,40040.0
172173,KERALA,1987,83 DEVICOLAM,3 KITAPPA NARAYANA SWAMY,M,,,IND,2294.0
172174,KERALA,1987,83 DEVICOLAM,4 MADHAVAN PERUMBILLY,M,,,IND,624.0
172175,KERALA,1987,83 DEVICOLAM,5 M. SLEVAN,M,,,IND,595.0
172176,KERALA,1987,83 DEVICOLAM,6 G. RAMASWAMY,M,,,IND,423.0
172177,KERALA,1987,83 DEVICOLAM,7 SELVARAJ,M,,,IND,90.0
172178,KERALA,1987,84 IDUKKI,1 ROSAMMA CHACKO,F,,,INC,34330.0
172179,KERALA,1987,84 IDUKKI,2 P. P. SULAIMAN RAWTHER,M,,,IND,32760.0
172180,KERALA,1987,84 IDUKKI,3 MARY SYRIAC,F,,,IND,24529.0
172181,KERALA,1987,84 IDUKKI,4 ABRAHAM JOSEPH,M,,,IND,1800.0
172182,KERALA,1987,84 IDUKKI,5 SAM KUNJU JANARDHANAN,M,,,IND,335.0
172183,KERALA,1987,84 IDUKKI,6 PARAMESWARAN ACHARY KUTTAN,M,,,IND,245.0
172184,KERALA,1987,84 IDUKKI,7 KUNJU MADHAVAN,M,,,IND,96.0
172185,KERALA,1987,84 IDUKKI,7 P. K. VASUDEVAN,M,,,IND,96.0
172186,KERALA,1987,84 IDUKKI,9 A. V. GEORGE,M,,,IND,66.0
172187,KERALA,1987,84 IDUKKI,10 T. K. DAMODHARAN,M,,,IND,44.0
172188,KERALA,1987,85 UDUMBANCHOLA,1 MATHEW STEPHEN,M,,,IND,54127.0
172189,KERALA,1987,85 UDUMBANCHOLA,2 JINADEVAN M.,M,,,CPM,49187.0
172190,KERALA,1987,85 UDUMBANCHOLA,3 KRISHNANKUTTY GOPALAN,M,,,BJP,3051.0
172191,KERALA,1987,85 UDUMBANCHOLA,4 THANKACHAN,M,,,IND,850.0
172192,KERALA,1987,85 UDUMBANCHOLA,5 MANMADAN NAIR AYYAPPAN NAIR,M,,,IND,426.0
172772,KERALA,1991,1 MANJESHWAR,1 CHERKALAM ABDULLAH,M,,,MUL,29603.0
172773,KERALA,1991,1 MANJESHWAR,2 K.G. MARAR,M,,,BJP,28531.0
172774,KERALA,1991,1 MANJESHWAR,3 B.M. RAMAYYA SHETTY,M,,,CPM,24678.0
172775,KERALA,1991,2 KASARAGOD,1 C.T. AHAMDALI,M,,,MUL,39143.0
172776,KERALA,1991,2 KASARAGOD,2 SRI KRISHNA BHAT,M,,,BJP,24269.0
172777,KERALA,1991,2 KASARAGOD,3 T.V. GANGADHARAN,M,,,CPM,21190.0
172778,KERALA,1991,2 KASARAGOD,4 A. NARAYANA,M,,,IND,375.0
172779,KERALA,1991,2 KASARAGOD,4 A. NARAYANA,M,,,IND,375.0
172780,KERALA,1991,2 KASARAGOD,5 K.K. MAHIN,M,,,IND,301.0
172781,KERALA,1991,2 KASARAGOD,6 ABBAS MUDALAPPARA,M,,,IND,158.0
172782,KERALA,1991,3 UDMA,1 P. RAGHAVAN,M,,,CPI(M),47169.0
172783,KERALA,1991,3 UDMA,2 K.PO. KUNHIKANNAN,M,,,INC,46212.0
172784,KERALA,1991,3 UDMA,3 M. UMANATH RAO,M,,,BJP,10932.0
172785,KERALA,1991,3 UDMA,4 P.V. KUNHIRAMAN,M,,,IND,334.0
172786,KERALA,1991,3 UDMA,5 A.K. MOHAMMED ASALAM,M,,,IND,255.0
172787,KERALA,1991,3 UDMA,6 MOHAMMED ALI KALANNAD,M,,,IND,226.0
172788,KERALA,1991,3 UDMA,7 K.K. VIJAYAN,M,,,IND,133.0
172789,KERALA,1991,3 UDMA,8 A.P. HAMEED,M,,,IND,69.0
172790,KERALA,1991,4 HOSDRUG,1 M. NARAYANAN,M,,,CPI,60536.0
172791,KERALA,1991,4 HOSDRUG,2 KOTTARA VASUDEV,M,,,INC,53858.0
172792,KERALA,1991,4 HOSDRUG,3 KANATHIL KANNAN,M,,,BJP,6278.0
172793,KERALA,1991,4 HOSDRUG,4 P.K. RAMAN,M,,,BSP,487.0
172794,KERALA,1991,4 HOSDRUG,5 PADMINIKUTTY K.,F,,,IND,349.0
172795,KERALA,1991,4 HOSDRUG,6 N.K. KUMARAN,M,,,IND,192.0
172796,KERALA,1991,4 HOSDRUG,7 K. RAMUNNI,M,,,IND,184.0
172797,KERALA,1991,5 TRIKARIPUR,1 E.K. NAYANAR,M,,,CPM,69437.0
172798,KERALA,1991,5 TRIKARIPUR,2 SREEDHARAN C.K.,M,,,INC,55105.0
172799,KERALA,1991,5 TRIKARIPUR,3 V.K. KELUNAIR,M,,,BJP,3229.0
172800,KERALA,1991,5 TRIKARIPUR,4 N. MUHAMMED,M,,,IND,288.0
172801,KERALA,1991,5 TRIKARIPUR,5 N.HARIHARAN,M,,,JP,157.0
172802,KERALA,1991,5 TRIKARIPUR,6 BALAKRISHNAN,M,,,IND,110.0
172803,KERALA,1991,5 TRIKARIPUR,7 P.V. RAMACHANDRAN,M,,,IND,101.0
172804,KERALA,1991,5 TRIKARIPUR,8 A.K. MOHANAN,M,,,IND,77.0
172805,KERALA,1991,5 TRIKARIPUR,9 MANDAYAN KUNHI RAMAN,M,,,IND,66.0
172806,KERALA,1991,5 TRIKARIPUR,10 T.P. ASINAR,M,,,IND,63.0
172807,KERALA,1991,5 TRIKARIPUR,11 P.K. MOHAMMED KUNHI,M,,,IND,28.0
172808,KERALA,1991,6 IRIKKUR,1 K.C. JOSEPH,M,,,INC,62395.0
172809,KERALA,1991,6 IRIKKUR,2 GOORGE SEBASTIAN,M,,,KEC,45647.0
172810,KERALA,1991,6 IRIKKUR,3 KUMAR NARATH,M,,,BJP,2667.0
172811,KERALA,1991,6 IRIKKUR,4 VAYAKOTH MADATHIL,M,,,IND,334.0
172812,KERALA,1991,6 IRIKKUR,5 NARAYANAN NAMBEESAN MARIYIL KORU,M,,,IND,325.0
172813,KERALA,1991,6 IRIKKUR,6 THOMAS,M,,,IND,169.0
172814,KERALA,1991,7 PAYYANNUR,1 C.P. NARAYANAN,M,,,CPM,66530.0
172815,KERALA,1991,7 PAYYANNUR,2 M.P. MURALI,M,,,INC,48365.0
172816,KERALA,1991,7 PAYYANNUR,3 V. RAJAGOPALAN,M,,,BJP,3210.0
172817,KERALA,1991,7 PAYYANNUR,4 K.V. KUNHIRAMAN,M,,,JP,208.0
172818,KERALA,1991,7 PAYYANNUR,5 K. JAYADEVA PRABHU,M,,,IND,170.0
172819,KERALA,1991,7 PAYYANNUR,6 C.P. ABDUL SHUKKOOR,M,,,IND,114.0
172820,KERALA,1991,8 TALIPARAMBA,1 PACHENI KUNHIARAMAN,M,,,CPM,65973.0
172821,KERALA,1991,8 TALIPARAMBA,2 M.K. RAGHAVAN,M,,,INC,55273.0
172822,KERALA,1991,8 TALIPARAMBA,3 N.K.E. CHANDRASEKHARAN,M,,,BJP,3768.0
172823,KERALA,1991,8 TALIPARAMBA,4 M.V. MUSTAFA,M,,,IND,507.0
172824,KERALA,1991,8 TALIPARAMBA,5 V.P. MAHESWARAN MASTER,M,,,JP,393.0
172825,KERALA,1991,8 TALIPARAMBA,6 R. SREEDEVI,F,,,IND,129.0
172826,KERALA,1991,9 AZHIKODE,1 E.P. JAYARAJAN,M,,,CPM,51466.0
172827,KERALA,1991,9 AZHIKODE,2 C.P. MOOSANKUTTY,M,,,CPM(K),43757.0
172828,KERALA,1991,9 AZHIKODE,3 P.K. VELAUDHAN,M,,,BJP,2650.0
172829,KERALA,1991,10 CANNANORE,1 N. RAMAKRISHNAN,M,,,INC,51742.0
172830,KERALA,1991,10 CANNANORE,2 A.K. SASEENDRAN,M,,,ICS(SCS),36937.0
172831,KERALA,1991,10 CANNANORE,3 M.K. RANJITH,M,,,BJP,4535.0
172832,KERALA,1991,10 CANNANORE,4 N. JAYAPRAKASH,M,,,IND,790.0
172833,KERALA,1991,11 EDAKKAD,1 O. BHARATHAN,M,,,CPM,54965.0
172834,KERALA,1991,11 EDAKKAD,2 K. SSUDHAKARAN,M,,,INC,54746.0
172835,KERALA,1991,11 EDAKKAD,3 P. KRISHNAN,M,,,BJP,2413.0
172836,KERALA,1991,12 TELLICHERRY,1 K.P. MAMOO MASTER,M,,,CPM,48936.0
172837,KERALA,1991,12 TELLICHERRY,2 A.D. MUSTAFFA,M,,,INC,41550.0
172838,KERALA,1991,12 TELLICHERRY,3 M.P. RAGHUNATH,M,,,BJP,6823.0
